,# Tm,Pos,Player,Age,Tm,Pts Won,Pts Max,Share,G,MP,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,WS,WS/48,DWS,DBPM,DRtg,Year
20,ORV,F,Shane Battier,27.0,MEM,6.0,60.0,0.1,81.0,35.0,10.1,5.3,1.7,1.1,1.4,0.488,0.394,0.707,9.1,0.153,4.5,1.8,102.0,2006
21,ORV,G,Gilbert Arenas,24.0,WAS,4.0,60.0,0.067,80.0,42.3,29.3,3.5,6.1,2.0,0.3,0.447,0.369,0.82,13.6,0.193,2.6,0.0,108.0,2006
22,ORV,F,Andre Iguodala,22.0,PHI,4.0,60.0,0.067,82.0,37.6,12.3,5.9,3.1,1.6,0.3,0.5,0.354,0.754,7.5,0.116,2.6,0.4,108.0,2006
23,ORV,F,P.J. Brown,36.0,NOK,3.0,60.0,0.05,75.0,31.7,9.0,7.3,1.2,0.6,0.7,0.461,,0.827,4.4,0.088,2.3,-0.2,107.0,2006
24,ORV,G,Manu Ginóbili,28.0,SAS,3.0,60.0,0.05,65.0,27.9,15.1,3.5,3.6,1.6,0.4,0.462,0.382,0.778,8.8,0.234,3.7,3.0,98.0,2006
25,ORV,C,Dwight Howard,20.0,ORL,3.0,60.0,0.05,82.0,36.8,15.8,12.5,1.5,0.8,1.4,0.531,0.0,0.595,8.6,0.137,4.4,-0.1,103.0,2006
26,ORV,F,Josh Howard,25.0,DAL,3.0,60.0,0.05,59.0,32.5,15.6,6.3,1.9,1.2,0.4,0.471,0.429,0.734,6.7,0.168,2.3,0.0,105.0,2006
27,ORV,F,LeBron James,21.0,CLE,3.0,60.0,0.05,79.0,42.5,31.4,7.0,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,4.3,1.6,104.0,2006
28,ORV,G,Brevin Knight,30.0,CHA,3.0,60.0,0.05,69.0,34.1,12.6,3.2,8.8,2.3,0.1,0.399,0.231,0.803,4.9,0.101,2.5,1.0,106.0,2006
29,ORV,C,Shaquille O'Neal,33.0,MIA,3.0,60.0,0.05,59.0,30.6,20.0,9.2,1.9,0.4,1.8,0.6,,0.469,6.2,0.164,2.9,0.3,102.0,2006
30,ORV,G,Tony Parker,23.0,SAS,3.0,60.0,0.05,80.0,33.9,18.9,3.3,5.8,1.0,0.1,0.548,0.306,0.707,9.6,0.169,4.1,0.4,102.0,2006
31,ORV,G,Quinton Ross,24.0,LAC,3.0,60.0,0.05,67.0,22.6,4.7,2.5,1.2,0.8,0.2,0.422,0.0,0.76,1.6,0.05,1.7,1.5,105.0,2006
32,ORV,F,Elton Brand,26.0,LAC,2.0,60.0,0.033,79.0,39.2,24.7,10.0,2.6,1.0,2.5,0.527,0.333,0.775,14.8,0.229,5.5,1.6,100.0,2006
33,ORV,G,Allen Iverson,30.0,PHI,2.0,60.0,0.033,72.0,43.1,33.0,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,1.8,-1.0,110.0,2006
34,ORV,G,Eddie Jones,34.0,MEM,2.0,60.0,0.033,75.0,32.5,11.8,3.7,2.4,1.7,0.4,0.404,0.356,0.781,7.2,0.141,4.2,2.3,100.0,2006
35,ORV,C,Jason Collins,27.0,NJN,1.0,60.0,0.017,71.0,26.7,3.6,4.8,1.0,0.6,0.6,0.397,0.25,0.512,2.0,0.051,2.9,1.5,102.0,2006
36,ORV,F,Boris Diaw,23.0,PHO,1.0,60.0,0.017,81.0,35.5,13.3,6.9,6.2,0.7,1.0,0.526,0.267,0.731,8.9,0.149,3.0,1.4,106.0,2006
37,ORV,F,Pau Gasol,25.0,MEM,1.0,60.0,0.017,80.0,39.2,20.4,8.9,4.6,0.6,1.9,0.503,0.25,0.689,12.0,0.184,5.4,1.7,100.0,2006
38,ORV,G,Trenton Hassell,26.0,MIN,1.0,60.0,0.017,77.0,32.6,9.2,2.8,2.6,0.6,0.4,0.464,0.304,0.744,2.3,0.044,1.6,-0.6,109.0,2006
39,ORV,G,Mike James,30.0,TOR,1.0,60.0,0.017,79.0,37.0,20.3,3.3,5.8,0.9,0.0,0.469,0.442,0.837,7.6,0.125,-0.1,-2.2,115.0,2006
40,ORV,F,Richard Jefferson,25.0,NJN,1.0,60.0,0.017,78.0,39.2,19.5,6.8,3.8,0.8,0.2,0.493,0.319,0.812,11.7,0.184,4.1,0.5,104.0,2006
41,ORV,C,Yao Ming,25.0,HOU,1.0,60.0,0.017,57.0,34.2,22.3,10.2,1.5,0.5,1.6,0.519,0.0,0.853,8.6,0.211,3.5,0.9,100.0,2006
42,ORV,F,Ruben Patterson,30.0,TOT,1.0,60.0,0.017,71.0,25.2,12.1,3.4,1.8,1.1,0.3,0.515,0.077,0.601,2.1,0.055,1.0,-0.8,110.0,2006
43,ORV,G,Chris Paul,20.0,NOK,1.0,60.0,0.017,78.0,36.0,16.1,5.1,7.8,2.2,0.1,0.43,0.282,0.847,10.4,0.178,3.6,2.2,104.0,2006
44,ORV,G,Jason Terry,28.0,DAL,1.0,60.0,0.017,80.0,35.0,17.1,2.0,3.8,1.3,0.3,0.47,0.411,0.8,9.6,0.165,2.3,-0.2,108.0,2006
0,1st,F,Bruce Bowen,35.0,SAS,42.0,60.0,0.7,82.0,30.0,6.2,2.7,1.4,0.8,0.3,0.405,0.384,0.589,4.1,0.079,3.6,1.4,103.0,2007
1,1st,F,Tim Duncan,30.0,SAS,36.0,60.0,0.6,80.0,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13.0,0.23,6.8,3.2,94.0,2007
2,1st,C,Marcus Camby,32.0,DEN,34.0,60.0,0.567,70.0,33.8,11.2,11.7,3.2,1.2,3.3,0.473,0.0,0.729,7.6,0.155,5.1,3.9,97.0,2007
3,1st,G,Kobe Bryant,28.0,LAL,32.0,60.0,0.533,77.0,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13.0,0.199,2.2,-0.5,109.0,2007
4,1st,G,Raja Bell,30.0,PHO,25.0,60.0,0.417,78.0,37.4,14.7,3.2,2.5,0.6,0.3,0.432,0.413,0.776,5.8,0.095,1.6,-0.6,110.0,2007
6,2nd,C,Ben Wallace,32.0,CHI,33.0,60.0,0.55,77.0,35.0,6.4,10.7,2.4,1.4,2.0,0.453,0.2,0.408,8.2,0.146,6.6,3.3,95.0,2007
7,2nd,G,Jason Kidd,33.0,NJN,23.0,60.0,0.383,80.0,36.7,13.0,8.2,9.2,1.6,0.3,0.406,0.343,0.778,9.3,0.152,4.1,1.5,103.0,2007
8,2nd,F,Tayshaun Prince,26.0,DET,21.0,60.0,0.35,82.0,36.6,14.3,5.2,2.8,0.6,0.7,0.46,0.386,0.768,8.0,0.128,2.9,-0.4,107.0,2007
9,2nd,F,Kevin Garnett,30.0,MIN,20.0,60.0,0.333,76.0,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,4.9,1.7,101.0,2007
10,2nd,G,Kirk Hinrich,26.0,CHI,18.0,60.0,0.3,80.0,35.5,16.6,3.4,6.3,1.3,0.3,0.448,0.415,0.835,10.1,0.171,4.6,1.1,102.0,2007
12,ORV,F,Shane Battier,28.0,HOU,17.0,60.0,0.283,82.0,36.4,10.1,4.1,2.1,1.0,0.7,0.446,0.421,0.779,9.0,0.144,4.6,2.0,102.0,2007
13,ORV,F,Shawn Marion,28.0,PHO,15.0,60.0,0.25,80.0,37.6,17.5,9.8,1.7,2.0,1.5,0.524,0.317,0.81,12.0,0.191,5.3,1.9,100.0,2007
14,ORV,G,Chauncey Billups,30.0,DET,13.0,60.0,0.217,70.0,36.2,17.0,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216,2.7,0.5,106.0,2007
15,ORV,F,Metta World Peace,27.0,SAC,12.0,60.0,0.2,70.0,37.7,18.8,6.5,3.4,2.1,0.6,0.44,0.358,0.74,6.7,0.122,3.1,0.9,105.0,2007
16,ORV,F,Gerald Wallace,24.0,CHA,11.0,60.0,0.183,72.0,36.7,18.1,7.2,2.6,2.0,1.0,0.502,0.325,0.691,7.7,0.141,3.5,1.5,104.0,2007
17,ORV,C,Alonzo Mourning,36.0,MIA,9.0,60.0,0.15,77.0,20.4,8.6,4.5,0.2,0.2,2.3,0.56,,0.601,3.5,0.107,2.5,1.2,102.0,2007
18,ORV,C,Tyson Chandler,24.0,NOK,8.0,60.0,0.133,73.0,34.6,9.5,12.4,0.9,0.5,1.8,0.624,0.0,0.527,7.9,0.15,3.8,0.7,103.0,2007
19,ORV,G,Devin Harris,23.0,DAL,8.0,60.0,0.133,80.0,26.0,10.2,2.5,3.7,1.2,0.3,0.492,0.28,0.824,6.5,0.151,2.9,1.6,104.0,2007
20,ORV,F,Josh Howard,26.0,DAL,7.0,60.0,0.117,70.0,35.1,18.9,6.8,1.8,1.2,0.8,0.459,0.385,0.827,8.8,0.173,3.8,0.4,102.0,2007
21,ORV,C,Emeka Okafor,24.0,CHA,6.0,60.0,0.1,67.0,34.8,14.4,11.3,1.2,0.9,2.6,0.532,,0.593,7.1,0.147,3.6,0.9,102.0,2007
22,ORV,F,Luol Deng,21.0,CHI,5.0,60.0,0.083,82.0,37.5,18.8,7.1,2.5,1.2,0.6,0.517,0.143,0.777,11.3,0.176,5.6,1.3,100.0,2007
23,ORV,C,Dwight Howard,21.0,ORL,5.0,60.0,0.083,82.0,36.9,17.6,12.3,1.9,0.9,1.9,0.603,0.5,0.586,9.7,0.154,5.8,1.1,99.0,2007
24,ORV,F,Andrei Kirilenko,25.0,UTA,5.0,60.0,0.083,70.0,29.3,8.3,4.7,2.9,1.1,2.1,0.471,0.213,0.728,4.4,0.104,2.9,3.1,103.0,2007
25,ORV,F,Rasheed Wallace,32.0,DET,5.0,60.0,0.083,75.0,32.3,12.3,7.2,1.7,1.0,1.6,0.423,0.351,0.788,6.2,0.123,4.4,1.6,100.0,2007
26,ORV,G,Manu Ginóbili,29.0,SAS,4.0,60.0,0.067,75.0,27.5,16.5,4.4,3.5,1.5,0.4,0.464,0.396,0.86,10.6,0.246,4.3,2.5,98.0,2007
27,ORV,F,Josh Smith,21.0,ATL,4.0,60.0,0.067,72.0,36.8,16.4,8.6,3.3,1.4,2.9,0.439,0.25,0.693,4.4,0.079,4.0,1.7,102.0,2007
28,ORV,G,Richard Hamilton,28.0,DET,3.0,60.0,0.05,75.0,36.8,19.8,3.8,3.8,0.8,0.2,0.468,0.341,0.861,8.1,0.141,2.4,-0.5,108.0,2007
29,ORV,G,Andre Iguodala,23.0,PHI,3.0,60.0,0.05,76.0,40.3,18.2,5.7,5.7,2.0,0.4,0.447,0.31,0.82,7.7,0.12,3.6,1.1,105.0,2007
30,ORV,C,Jermaine O'Neal,28.0,IND,3.0,60.0,0.05,69.0,35.6,19.4,9.6,2.4,0.7,2.6,0.436,0.0,0.767,4.7,0.091,4.1,1.2,101.0,2007
31,ORV,G,Deron Williams,22.0,UTA,3.0,60.0,0.05,80.0,36.9,16.2,3.3,9.3,1.0,0.2,0.456,0.322,0.767,7.2,0.117,1.9,-1.3,110.0,2007
32,ORV,F,Elton Brand,27.0,LAC,2.0,60.0,0.033,80.0,38.5,20.5,9.3,2.9,1.0,2.2,0.533,1.0,0.761,11.5,0.18,4.3,0.8,103.0,2007
33,ORV,F,Caron Butler,26.0,WAS,2.0,60.0,0.033,63.0,39.3,19.1,7.4,3.7,2.1,0.3,0.463,0.25,0.863,5.3,0.103,1.9,-0.2,109.0,2007
34,ORV,G,Trenton Hassell,27.0,MIN,2.0,60.0,0.033,76.0,29.3,6.7,3.2,2.7,0.3,0.3,0.49,0.24,0.783,2.6,0.056,0.8,-0.5,112.0,2007
35,ORV,G,Tony Parker,24.0,SAS,2.0,60.0,0.033,77.0,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185,3.9,0.4,102.0,2007
36,ORV,G,Dwyane Wade,25.0,MIA,2.0,60.0,0.033,51.0,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219,2.9,1.8,103.0,2007
37,ORV,G,Gilbert Arenas,25.0,WAS,1.0,60.0,0.017,74.0,39.8,28.4,4.6,6.0,1.9,0.2,0.418,0.351,0.844,10.8,0.177,1.5,-0.8,111.0,2007
38,ORV,F,Chris Bosh,22.0,TOR,1.0,60.0,0.017,69.0,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174,3.5,-0.1,104.0,2007
39,ORV,G,Chris Duhon,24.0,CHI,1.0,60.0,0.017,78.0,24.4,7.2,2.2,4.0,0.9,0.1,0.408,0.359,0.752,4.8,0.121,3.0,1.3,102.0,2007
40,ORV,C,Francisco Elson,30.0,SAS,1.0,60.0,0.017,70.0,19.0,5.0,4.8,0.8,0.4,0.8,0.511,0.0,0.775,3.1,0.111,2.9,2.1,97.0,2007
41,ORV,F,Udonis Haslem,26.0,MIA,1.0,60.0,0.017,79.0,31.4,10.7,8.3,1.2,0.6,0.3,0.492,0.0,0.68,5.1,0.099,3.1,-0.8,105.0,2007
42,ORV,G,Allen Iverson,31.0,TOT,1.0,60.0,0.017,65.0,42.5,26.3,3.0,7.2,1.9,0.2,0.442,0.315,0.795,6.2,0.108,2.2,-0.8,108.0,2007
43,ORV,F,Richard Jefferson,26.0,NJN,1.0,60.0,0.017,55.0,35.6,16.3,4.4,2.7,0.6,0.1,0.456,0.359,0.733,3.4,0.082,1.4,-1.1,109.0,2007
44,ORV,G,Andre Miller,30.0,TOT,1.0,60.0,0.017,80.0,37.1,13.4,4.4,7.8,1.4,0.1,0.466,0.143,0.784,5.9,0.095,2.4,-0.3,108.0,2007
45,ORV,G,Chris Paul,21.0,NOK,1.0,60.0,0.017,64.0,36.8,17.3,4.4,8.9,1.8,0.0,0.437,0.35,0.818,8.8,0.179,2.6,1.4,106.0,2007
46,ORV,C,Joel Przybilla,27.0,POR,1.0,60.0,0.017,43.0,16.3,2.0,3.9,0.3,0.2,1.6,0.474,,0.37,0.3,0.02,0.8,1.9,106.0,2007
0,1st,G,Kobe Bryant,29.0,LAL,52.0,60.0,0.867,82.0,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,4.3,0.6,105.0,2008
1,1st,F,Kevin Garnett,31.0,BOS,52.0,60.0,0.867,71.0,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265,6.2,3.5,94.0,2008
2,1st,C,Marcus Camby,33.0,DEN,37.0,60.0,0.617,79.0,34.9,9.1,13.1,3.3,1.1,3.6,0.45,0.3,0.708,8.5,0.148,5.9,3.3,98.0,2008
3,1st,G,Bruce Bowen,36.0,SAS,36.0,60.0,0.6,81.0,30.2,6.0,2.9,1.1,0.7,0.3,0.407,0.419,0.652,4.4,0.085,3.4,1.5,105.0,2008
4,1st,F,Tim Duncan,31.0,SAS,33.0,60.0,0.55,78.0,34.0,19.3,11.3,2.8,0.7,1.9,0.497,0.0,0.73,11.1,0.201,6.2,2.2,97.0,2008
6,2nd,F,Shane Battier,29.0,HOU,29.0,60.0,0.483,80.0,36.3,9.3,5.1,1.9,1.0,1.1,0.428,0.377,0.743,8.2,0.135,4.6,1.9,103.0,2008
7,2nd,G,Chris Paul,22.0,NOH,26.0,60.0,0.433,80.0,37.6,21.1,4.0,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,4.6,3.2,103.0,2008
8,2nd,C,Dwight Howard,22.0,ORL,25.0,60.0,0.417,82.0,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0.0,0.59,12.9,0.2,6.4,1.2,99.0,2008
9,2nd,F,Tayshaun Prince,27.0,DET,20.0,60.0,0.333,82.0,32.9,13.2,4.9,3.3,0.5,0.4,0.448,0.363,0.768,7.5,0.133,3.2,-0.1,106.0,2008
10,2nd,G,Raja Bell,31.0,PHO,18.0,60.0,0.3,75.0,35.3,11.9,3.7,2.2,0.7,0.4,0.421,0.401,0.868,4.5,0.082,1.5,-0.5,111.0,2008
12,ORV,G,Chauncey Billups,31.0,DET,14.0,60.0,0.233,78.0,32.3,17.0,2.7,6.8,1.3,0.2,0.448,0.401,0.918,13.5,0.257,3.4,1.2,105.0,2008
13,ORV,G,Jason Kidd,34.0,TOT,13.0,60.0,0.217,80.0,36.3,10.8,7.5,10.1,1.7,0.3,0.385,0.381,0.818,5.9,0.097,3.8,1.3,105.0,2008
14,ORV,F,Rasheed Wallace,33.0,DET,13.0,60.0,0.217,77.0,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155,5.1,2.6,98.0,2008
15,ORV,G,Rajon Rondo,21.0,BOS,11.0,60.0,0.183,77.0,29.9,10.6,4.2,5.1,1.7,0.2,0.492,0.263,0.611,7.2,0.15,4.9,2.6,98.0,2008
16,ORV,C,Tyson Chandler,25.0,NOH,8.0,60.0,0.133,79.0,35.2,11.8,11.7,1.0,0.6,1.1,0.623,0.0,0.593,10.0,0.172,4.1,-0.2,104.0,2008
17,ORV,F,Josh Smith,22.0,ATL,8.0,60.0,0.133,81.0,35.5,17.2,8.2,3.4,1.5,2.8,0.457,0.253,0.71,5.8,0.097,4.6,2.5,103.0,2008
18,ORV,G,Deron Williams,23.0,UTA,8.0,60.0,0.133,82.0,37.3,18.8,3.0,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177,2.3,-1.1,110.0,2008
19,ORV,F,Metta World Peace,28.0,SAC,8.0,60.0,0.133,57.0,38.1,20.5,5.8,3.5,2.3,0.7,0.453,0.38,0.719,4.7,0.103,2.2,0.7,108.0,2008
20,ORV,F,Andrei Kirilenko,26.0,UTA,6.0,60.0,0.1,72.0,30.8,11.0,4.7,4.0,1.2,1.5,0.506,0.379,0.77,7.1,0.154,2.8,2.0,105.0,2008
21,ORV,G,Derek Fisher,33.0,LAL,4.0,60.0,0.067,82.0,27.4,11.7,2.1,2.9,1.0,0.0,0.436,0.406,0.883,5.7,0.121,2.0,0.0,109.0,2008
22,ORV,G,Manu Ginóbili,30.0,SAS,4.0,60.0,0.067,74.0,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232,4.5,2.7,100.0,2008
23,ORV,F,LeBron James,23.0,CLE,4.0,60.0,0.067,75.0,40.4,30.0,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242,4.6,2.6,104.0,2008
24,ORV,C,Samuel Dalembert,26.0,PHI,3.0,60.0,0.05,82.0,33.2,10.5,10.4,0.5,0.5,2.3,0.513,0.0,0.707,6.9,0.121,4.3,0.5,103.0,2008
25,ORV,G,Kirk Hinrich,27.0,CHI,3.0,60.0,0.05,75.0,31.7,11.5,3.3,6.0,1.2,0.3,0.414,0.35,0.831,3.6,0.072,2.1,0.2,109.0,2008
26,ORV,F,Andre Iguodala,24.0,PHI,2.0,60.0,0.033,82.0,39.5,19.9,5.4,4.8,2.1,0.6,0.456,0.329,0.721,9.6,0.143,4.4,1.5,105.0,2008
27,ORV,F,Paul Pierce,30.0,BOS,2.0,60.0,0.033,80.0,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207,5.7,1.4,100.0,2008
28,ORV,G,Brandon Roy,23.0,POR,2.0,60.0,0.033,74.0,37.7,19.1,4.7,5.8,1.1,0.2,0.454,0.34,0.753,8.0,0.138,2.1,0.1,110.0,2008
29,ORV,F,Chris Bosh,23.0,TOR,1.0,60.0,0.017,67.0,36.2,22.3,8.7,2.6,0.9,1.0,0.494,0.4,0.844,10.1,0.2,3.1,0.4,105.0,2008
30,ORV,G,Ronnie Brewer,22.0,UTA,1.0,60.0,0.017,76.0,27.5,12.0,2.9,1.8,1.7,0.3,0.558,0.22,0.759,7.8,0.178,2.4,1.6,106.0,2008
31,ORV,F,Caron Butler,27.0,WAS,1.0,60.0,0.017,58.0,39.9,20.3,6.7,4.9,2.2,0.3,0.466,0.357,0.901,7.2,0.15,2.4,1.1,107.0,2008
32,ORV,G,Baron Davis,28.0,GSW,1.0,60.0,0.017,82.0,39.0,21.8,4.7,7.6,2.3,0.5,0.426,0.33,0.75,8.7,0.131,2.8,0.3,109.0,2008
33,ORV,G,Richard Hamilton,29.0,DET,1.0,60.0,0.017,72.0,33.7,17.3,3.3,4.2,1.0,0.1,0.484,0.44,0.833,7.7,0.152,2.9,0.1,106.0,2008
34,ORV,F,Josh Howard,27.0,DAL,1.0,60.0,0.017,76.0,36.3,19.9,7.0,2.2,0.8,0.4,0.455,0.319,0.813,8.0,0.14,3.2,-0.6,106.0,2008
35,ORV,G,Andre Miller,31.0,PHI,1.0,60.0,0.017,82.0,36.8,17.0,4.0,6.9,1.3,0.1,0.492,0.088,0.772,8.3,0.131,2.6,-0.3,109.0,2008
36,ORV,C,Dikembe Mutombo,41.0,HOU,1.0,60.0,0.017,39.0,15.9,3.0,5.1,0.1,0.3,1.2,0.538,,0.711,2.3,0.178,1.4,2.5,97.0,2008
37,ORV,F,Andrés Nocioni,28.0,CHI,1.0,60.0,0.017,82.0,24.6,13.2,4.2,1.2,0.3,0.5,0.432,0.364,0.807,3.3,0.077,1.8,-0.7,109.0,2008
0,1st,C,Dwight Howard,23.0,ORL,55.0,60.0,0.917,79.0,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,13.8,0.234,7.6,2.4,95.0,2009
1,1st,G,Kobe Bryant,30.0,LAL,53.0,60.0,0.883,82.0,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206,4.0,0.3,106.0,2009
2,1st,F,LeBron James,24.0,CLE,47.0,60.0,0.783,81.0,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,6.5,3.7,99.0,2009
3,1st,G,Chris Paul,23.0,NOH,36.0,60.0,0.6,78.0,38.5,22.8,5.5,11.0,2.8,0.1,0.503,0.364,0.868,18.3,0.292,5.0,3.8,103.0,2009
4,1st,F,Kevin Garnett,32.0,BOS,35.0,60.0,0.583,57.0,31.1,15.8,8.5,2.5,1.1,1.2,0.531,0.25,0.841,7.1,0.193,4.1,3.0,98.0,2009
6,2nd,C,Tim Duncan,32.0,SAS,30.0,60.0,0.5,75.0,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0.0,0.692,10.1,0.191,5.0,2.0,100.0,2009
7,2nd,G,Dwyane Wade,27.0,MIA,26.0,60.0,0.433,79.0,38.6,30.2,5.0,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232,4.4,2.4,105.0,2009
8,2nd,G,Rajon Rondo,22.0,BOS,23.0,60.0,0.383,80.0,33.0,11.9,5.2,8.2,1.9,0.1,0.505,0.313,0.642,9.9,0.179,5.1,2.1,101.0,2009
9,2nd,F,Shane Battier,30.0,HOU,22.0,60.0,0.367,60.0,33.9,7.3,4.8,2.3,0.8,0.9,0.41,0.384,0.821,5.2,0.123,2.9,1.9,105.0,2009
10,2nd,F,Metta World Peace,29.0,HOU,22.0,60.0,0.367,69.0,35.5,17.1,5.2,3.3,1.5,0.3,0.401,0.399,0.748,5.5,0.108,4.0,1.2,103.0,2009
12,ORV,F,Tayshaun Prince,28.0,DET,15.0,60.0,0.25,82.0,37.3,14.2,5.8,3.1,0.5,0.6,0.45,0.397,0.778,6.2,0.098,2.5,-0.2,110.0,2009
13,ORV,G,Raja Bell,32.0,TOT,8.0,60.0,0.133,67.0,34.6,11.9,3.6,2.1,0.7,0.1,0.437,0.421,0.853,3.6,0.074,1.6,-0.4,111.0,2009
14,ORV,C,Joel Przybilla,29.0,POR,7.0,60.0,0.117,82.0,23.8,5.5,8.7,0.3,0.4,1.2,0.625,0.0,0.663,6.6,0.163,3.4,1.2,102.0,2009
15,ORV,G,Chauncey Billups,32.0,TOT,5.0,60.0,0.083,79.0,35.3,17.7,3.0,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174,2.2,-0.5,110.0,2009
16,ORV,G,Ronnie Brewer,23.0,UTA,5.0,60.0,0.083,81.0,32.2,13.7,3.7,2.2,1.7,0.4,0.508,0.259,0.702,6.8,0.126,2.9,1.0,108.0,2009
17,ORV,F,Andre Iguodala,25.0,PHI,5.0,60.0,0.083,82.0,39.9,18.8,5.7,5.3,1.6,0.4,0.473,0.307,0.724,9.2,0.134,3.5,0.6,108.0,2009
18,ORV,C,Yao Ming,28.0,HOU,5.0,60.0,0.083,77.0,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1.0,0.866,10.6,0.196,5.0,1.6,101.0,2009
19,ORV,C,Emeka Okafor,26.0,CHA,5.0,60.0,0.083,82.0,32.8,13.2,10.1,0.6,0.6,1.7,0.561,,0.593,8.2,0.147,4.6,0.3,103.0,2009
20,ORV,G,Deron Williams,24.0,UTA,5.0,60.0,0.083,68.0,36.8,19.4,2.9,10.7,1.1,0.3,0.471,0.31,0.849,8.4,0.16,1.9,-0.9,111.0,2009
